Workers 1,Workers 2,Entry increase,All customers,Finished customers,Refused customers,Finished customers ratio,Refused customers ratio,Day end refused ratio,Total time in system (f),Waiting for repair time (f),Order wait (f),Repair wait (f),Return wait (f),Money earned,Money balance,Average repair time,Revenue per customer (f),Balance per any customer,Balance per finished customer (f),Average free type 1 workers,Average load per type 1 worker,Average free type 2 workers,Average load per type 2 worker,Average vehicles on main lot,Average vehicles on lot 1,Average vehicles on lot 2,Lot 1 load index,Lot 2 load index,Ratio of times worker 1 decided,Ratio of take order decisions,Ratio of return car decisions
Workers 1,Workers 2,Entry increase,All customers,Finished customers,Refused customers,Finished customers ratio,Refused customers ratio,Day end refused ratio,Total time in system (f),Waiting for repair time (f),Order wait (f),Repair wait (f),Return wait (f),Money earned,Money balance,Average repair time,Revenue per customer (f),Balance per any customer,Balance per finished customer (f),Average free type 1 workers,Average load per type 1 worker,Average free type 2 workers,Average load per type 2 worker,Average vehicles on main lot,Average vehicles on lot 1,Average vehicles on lot 2,Lot 1 load index,Lot 2 load index,Ratio of times worker 1 decided,Ratio of take order decisions,Ratio of return car decisions
2,5,0.0,507.05405405405406,413.32332332332334,93.73073073073073,0.8163128979245903,0.18368710207540984,0.027585494553563922,12124.244266581481,11732.205413609236,41.4847143427469,4510.117563336279,10.582838418255117,19609.028194861523,2309.028194861527,6841.490758865865,47.510352492123886,4.541157600959974,5.594417946938784,1.530063917762944,0.23496804111852743,0.2783402292222892,0.944331954155544,0.5673397454330386,3.863320195848011,0.9900410143575246,0.6438866993080011,0.09900410143575251,0.009889604078790972,0.0,1.0
2,6,0.0,507.3903903903904,463.5035035035035,43.886886886886884,0.9143266887917734,0.08567331120822604,0.03242684030967439,10149.420832850004,9768.345788981274,30.34097094123997,2552.0785154191376,12.474141148754525,21977.222639305972,3077.2226393059705,6833.744189085624,47.456556868650175,6.033096454408187,6.627783072867269,1.4739238228415914,0.2630380885792055,0.708120258325968,0.8819799569456718,0.5350788045087468,2.851867165047801,0.9907053799866009,0.4753111941746333,0.09907053799866014,0.01122319449417743,0.0,1.0
2,7,0.0,507.6256256256256,489.7037037037037,17.92192192192192,0.9651943439451134,0.03480565605488563,0.04955889183926339,8855.246328684156,8480.870518525348,23.663866658180762,1295.6106886327702,13.665062031667741,23119.741408074744,2619.7414080747417,6801.488431032475,47.23255854883662,5.0987448917634195,5.306365966637238,1.444746295600079,0.27762685219995975,1.4315912312976924,0.7954869669574722,0.5187175755354583,2.0334756938105816,0.9909547913872984,0.3389126156350961,0.09909547913873021,0.011809964387591609,0.0,1.0
2,8,0.0,508.96996996996995,501.7687687687688,7.201201201201201,0.9860602286593446,0.0139397713406552,0.08293122809713338,8187.2502105855765,7816.117174483704,20.399197638766704,622.2595046896736,14.422007574530731,23723.667000333666,1623.6670003336658,6809.5284822449175,47.288392237811976,3.116042200949758,3.171656526659825,1.4316860746819011,0.2841569626590492,2.2869950013710914,0.7141256248286131,0.5118657829688731,1.5508706598013495,0.9910321657208961,0.25847844330022485,0.09910321657208979,0.012089150846797556,0.0,1.0
2,9,0.0,509.008008008008,506.04004004004,2.967967967967968,0.9942595929531352,0.005740407046864185,0.16847082517580603,7861.011714079794,7491.048972067129,19.357643949001044,280.82333963466135,14.93593697703841,23984.595428762117,284.595428762096,6825.245165197196,47.39753586942497,0.46794851577433394,0.4756099444063884,1.4269528951157662,0.2865235524421177,3.2236636407873442,0.6418151510236291,0.50890864491435,1.2961318220330602,0.9912135076730111,0.21602197033884316,0.09912135076730123,0.012622700916347694,0.0,1.0
2,10,0.0,509.1251251251251,507.5025025025025,1.6226226226226226,0.9968445213665662,0.0031554786334340823,0.17994939383828273,7689.828989221689,7320.408375074185,18.86814386622864,119.39531617357414,15.14110897827225,24020.270687354023,-1279.7293126459788,6815.793231868841,47.33189744353361,-2.607485231186843,-2.6137276961513036,1.4254231826269372,0.2872884086865309,4.21637800386947,0.578362199613052,0.5083627109029493,1.1746267894712499,0.9911517720027093,0.1957711315785419,0.09911517720027087,0.01250789689438149,0.0,1.0
3,4,0.0,506.534,343.899,162.635,0.6801849270023751,0.3198150729976239,0.023949607478322813,14863.848598771528,14465.203593522972,47.94856866080261,7270.112969173359,0.5789353306745426,16259.387500000004,-590.6125,6824.5036791875345,47.392386661024595,-1.1755248798285427,-1.7160491732976824,2.607992320326353,0.13066922655788143,0.08439831947709027,0.9789004201307269,0.6043736120841356,4.783957046866204,0.9887756282803476,0.7973261744777009,0.0988775628280346,6.733787872381105E-4,0.0,1.0
3,5,0.0,508.2142142142142,414.42442442442444,93.7897897897898,0.8165535680627274,0.18344643193727173,0.0256581934661144,12098.742626163912,11717.691440437058,30.3447036517856,4517.9975788226575,0.9207498983021315,19623.652819486164,1173.6528194861535,6828.807886753628,47.42227699134462,2.2957250697291456,2.8394270327325777,2.5287803264453332,0.15707322451822273,0.27433235712020093,0.9451335285759599,0.5581153121971014,3.8740144926743296,0.9898821765195795,0.6456690821123892,0.09898821765195788,9.395136033134434E-4,0.0,1.0
3,6,0.0,508.36436436436435,463.9099099099099,44.454454454454456,0.9134643608543315,0.08653563914566859,0.026375916326239104,10147.010959408626,9779.55350867163,16.79183772598085,2583.3932593749532,1.2777455524030226,21970.308641975294,1920.308641975308,6824.817079988428,47.39456305547516,3.7327289522303633,4.1208157808397345,2.473366347557719,0.17554455081409456,0.7093395874643065,0.8817767354226159,0.5237983087002132,2.8767754273059176,0.9896517757253485,0.4794625712176531,0.09896517757253481,0.0011730603308926179,0.0,1.0
3,7,0.0,507.994994994995,490.53553553553553,17.45945945945946,0.9660179914418078,0.03398200855819356,0.029841977594707397,8901.875718101735,8542.674804249398,8.527901629522871,1335.2357500754108,1.5111065974970836,23275.572238905574,1625.5722389055725,6835.832683071551,47.47106029910797,3.1373922625331936,3.2689516877035727,2.443922525990327,0.18535915800322542,1.3946749726562442,0.8007607181919658,0.5026378437601204,2.0626112893967226,0.9898717515262898,0.3437685482327869,0.09898717515262911,0.0013247264377672593,0.0,1.0
3,8,0.0,509.2062062062062,503.06706706706706,6.1391391391391394,0.9881210957340358,0.011878904265964151,0.0335539736237799,8198.852563487115,7843.575169480867,4.705464298793605,638.7002277959431,1.6853330205471337,23868.196529863195,618.1965298631951,6833.214968869238,47.45288172825861,1.1370082751516803,1.1608416135314377,2.4302602083235625,0.1899132638921451,2.2534763361781214,0.718315457977734,0.49567717084798363,1.5643328409525215,0.9902589295646474,0.2607221401587535,0.09902589295646484,0.001411303837997993,0.0,1.0
3,9,0.0,510.56256256256256,508.4994994994995,2.063063063063063,0.996035319979897,0.003964680020102223,0.036265280709725144,7824.661037106867,7470.750722131006,3.1678144575322484,288.1835935930043,1.833665107140663,24049.42609275945,-800.5739072405748,6810.635950065083,47.29608298656308,-1.660856634492165,-1.6626431394937908,2.4241105437299613,0.1919631520900122,3.208810812149312,0.6434654653167433,0.49283832178021275,1.303003319565895,0.98986254281936,0.21716721992764915,0.09898625428193589,0.001569662849799323,0.0,1.0
3,10,0.0,509.83183183183183,509.14714714714717,0.6846846846846847,0.9986855253288345,0.0013144746711654988,0.04196577529910863,7663.780012497821,7310.692041226147,2.5169519592556564,124.25688511829135,1.856728128778541,24095.06715048384,-2354.932849516182,6814.576465477921,47.323447676929995,-4.725440909318834,-4.729643340001385,2.423749200397703,0.1920835998674323,4.198353933789663,0.5801646066210338,0.49110951668110525,1.1791070231223368,0.9900988178893141,0.196517837187056,0.09900988178893132,0.0015532531746536944,0.0,1.0
