Workers 1,Workers 2,Entry increase,All customers,Finished customers,Refused customers,Finished customers ratio,Refused customers ratio,Day end refused ratio,Total time in system (f),Waiting for repair time (f),Order wait (f),Repair wait (f),Return wait (f),Money earned,Money balance,Average repair time,Revenue per customer (f),Balance per any customer,Balance per finished customer (f),Average free type 1 workers,Average load per type 1 worker,Average free type 2 workers,Average load per type 2 worker,Average vehicles on main lot,Average vehicles on lot 1,Average vehicles on lot 2,Lot 1 load index,Lot 2 load index,Ratio of times worker 1 decided,Ratio of take order decisions,Ratio of return car decisions
2,6,0.0,509.13913913913916,463.22922922922925,45.909909909909906,0.9106397106300176,0.08936028936998,0.031817251765842096,10181.185442079946,9799.834680990461,30.603168237448738,2584.676982812434,12.425847454569478,21962.230563897272,3062.2305638972252,6832.816113227556,47.45011189741362,5.97778186315437,6.597572071716133,1.4741801017197949,0.26290994914010263,0.7111602849155492,0.8814732858474085,0.7302793746810959,2.3118966356472224,0.009544768774476993,0.3853161059412039,9.544768774476992E-4,0.010996111106684262,0.0,1.0
2,7,0.0,508.3863863863864,489.96096096096096,18.425425425425427,0.9641896415167481,0.03581035848325178,0.04806606501327461,8915.113841740857,8540.886715958739,23.572382668588183,1325.3665707123112,13.52843507092204,23236.97781114447,2736.9778111444807,6831.963940225603,47.444194029344466,5.324405297305428,5.5432389059215765,1.4448239878205098,0.27758800608974493,1.4071951358561654,0.7989721234491204,0.7033781914081549,1.4082122805849544,0.010988053695772111,0.23470204676415862,0.0010988053695772104,0.011660669668984597,0.0,1.0
1,5,0.0,507.60360360360363,410.7057057057057,96.89789789789789,0.8102246176372935,0.18977538236270697,0.03761583041322436,11995.894227155408,11528.080727971508,117.13264109787038,4124.796684566973,207.30086160949907,19441.585335335352,3291.585335335333,6825.981767654611,47.40265116426822,6.473264773623122,8.024883921803346,0.533068828923402,0.4669311710765979,0.3176738052944863,0.9364652389411017,0.8209893849530372,3.1109860677894043,0.1411291635364262,0.5184976779649002,0.014112916353642603,0.08898190508475952,0.999675041516169,3.2495848383125786E-4
1,6,0.0,506.76676676676675,454.8978978978979,51.868868868868866,0.8983883346720657,0.10161166532793534,0.05641602014311239,10137.853898095276,9670.55868415511,116.71020785206443,2229.2159982926496,248.721855769421,21536.287954621293,3786.2879546212885,6822.653705522343,47.379539621682966,7.438230663733413,8.309229077938072,0.48381324762120037,0.5161867523787996,0.8114812522037242,0.8647531246327136,0.7950458149168914,1.9975140016106294,0.18762915346614922,0.3329190002684378,0.018762915346614922,0.10031419120509899,0.9989500662230824,0.0010499337769179847
1,7,0.0,509.14114114114113,479.2992992992993,29.84184184184184,0.9418070554917495,0.05819294450824984,0.08659798913258258,9019.124424995132,8550.792568053457,117.67189238982706,1084.025163113216,281.49581112147285,22676.416833500145,3326.416833500169,6815.333206331211,47.328702821744486,6.479165028668509,6.8970980746438455,0.45683349131231377,0.5431665086876867,1.538014226293223,0.7802836819581109,0.7857734361727305,1.1845942781115422,0.22393022405993596,0.19743237968525693,0.022393022405993536,0.10786054558481499,0.9976636165725505,0.0023363834274498048
2,5,0.0,506.97397397397395,413.8968968968969,93.07707707707708,0.8175428523587981,0.1824571476412025,0.025931698864073677,12101.4010001482,11711.041601812633,39.70697433042199,4501.525390034842,14.169361003605852,19589.17334000665,2289.173340006676,6825.445884489377,47.39892975339842,4.502635356551583,5.53838693218541,1.529446112797758,0.23527694360112147,0.2827002802283609,0.943459943954329,0.7704111546385978,3.395706421751632,0.009713881313979697,0.5659510702919388,9.713881313979693E-4,0.010246338953584202,1.0,0.0
2,6,0.0,507.8538538538539,463.7017017017017,44.152152152152155,0.913915598915681,0.08608440108431843,0.031320963598882666,10175.799172471445,9797.17366873422,27.927705578153283,2577.9168656513807,16.465589761087752,21984.00400400403,3084.004004004001,6832.785024382063,47.4498960026533,6.040847579039418,6.641041736939305,1.4737171871180617,0.2631414064409697,0.7053693490183238,0.8824384418302786,0.723762935578581,2.3072641058153955,0.012657327794337531,0.3845440176358991,0.001265732779433752,0.011495951811126965,1.0,0.0
2,7,0.0,508.3323323323323,490.4754754754755,17.856856856856858,0.9653401129974717,0.034659887002528054,0.044465306092180495,8922.495300974877,8550.979882759935,20.928457986343602,1333.9409055633037,18.30815625780363,23249.876543209877,2749.8765432098776,6828.89427446095,47.42287690597887,5.348108077971259,5.561636046053722,1.4442817283092755,0.2778591358453627,1.402083007718018,0.7997024274688548,0.6975531022581941,1.4196259549625383,0.014890277263484918,0.23660432582708932,0.0014890277263484907,0.012250049347124686,1.0,0.0
1,5,0.0,507.3253253253253,409.8218218218218,97.50350350350351,0.8089566898901843,0.19104331010981684,0.03886755139347541,11900.796997115762,11410.66340260594,139.40646945506506,4049.947916236798,164.11799049026024,19399.019436102753,3249.0194361027693,6826.500135335559,47.40625093983032,6.393946516821903,7.940466634268091,0.5339454986902469,0.46605450130975334,0.3262401078712407,0.9347519784257513,0.8443299615233525,3.051757696557893,0.11147793182817474,0.5086262827596487,0.0111477931828175,0.09215759949743613,0.6092001019061042,0.39079989809389654
1,6,0.0,508.2352352352352,453.76576576576576,54.469469469469466,0.8935438348415304,0.10645616515846933,0.055251369240134754,10053.598716441702,9559.275097266942,143.70464133848407,2174.6592325076954,196.17406559552416,21469.654237570903,3719.6542375709028,6818.463374782296,47.35044010265488,7.288117718959558,8.184881695397321,0.4851097814145129,0.5148902185854871,0.8272624342834238,0.8621229276194292,0.8257592930969574,1.9528735363807632,0.1475890765174002,0.325478922730127,0.014758907651740037,0.10505065789047972,0.6075458816814633,0.39245411831853555
